review_id,package,version,file,class,analyzer_label,short_reason,code_excerpt,suspected_pattern,manual_label_blank,reviewer_note_blank
EXP-0122,black,26.5.1,black-26.5.1\src\blib2to3\pgen2\conv.py,Converter,MEDIUM,"method parse_graminit_h() (line 55): mutates self.{number2symbol,symbol2number} and returns a value derived from self state","34: # Local imports
35: from blib2to3.pgen2 import grammar, token
36:
37:
38: class Converter(grammar.Grammar):
39:     """"""Grammar subclass that reads classic pgen output files.
40:
41:     The run() method reads the tables as produced by the pgen parser
42:     generator, typically contained in two C files, graminit.h and",state_mutating_reader,,
EXP-0123,httpx,0.28.1,httpx-0.28.1\httpx\_multipart.py,FileField,MEDIUM,method render_headers() (line 186): mutates self.{_headers} and returns a value derived from self state,"111:         yield self.render_headers()
112:         yield self.render_data()
113:
114:
115: class FileField:
116:     """"""
117:     A single file field item, within a multipart form field.
118:     """"""
119:",state_mutating_reader,,
EXP-0124,prompt-toolkit,3.0.52,prompt_toolkit-3.0.52\src\prompt_toolkit\layout\processors.py,ShowTrailingWhiteSpaceProcessor,MEDIUM,"method __init__() (line 648): mutates self.{get_char,style} and returns a value derived from self state","637:
638:         return Transformation(fragments)
639:
640:
641: class ShowTrailingWhiteSpaceProcessor(Processor):
642:     """"""
643:     Make trailing whitespace visible.
644:
645:     :param get_char: Callable that returns one character.",state_mutating_reader,,
EXP-0125,mpmath,1.4.1,mpmath-1.4.1\mpmath\calculus\inverselaplace.py,Cohen,MEDIUM,method calc_time_domain_solution() (line 605): mutates self.{t} and returns a value derived from self state,"528:
529:
530: # ****************************************
531:
532: class Cohen(InverseLaplaceTransform):
533:
534:     def calc_laplace_parameter(self, t, **kwargs):
535:         r""""""The Cohen algorithm accelerates the convergence of the nearly
536:         alternating series resulting from the application of the trapezoidal",state_mutating_reader,,
EXP-0126,coverage,7.15.0,coverage-7.15.0\coverage\report.py,SummaryReporter,MEDIUM,method report() (line 201): mutates self.{outfile} and returns a value derived from self state,"29:     """"""Prefix all characters meaningful in markdown tables with backslashes.""""""
30:     return text.translate(MARKDOWN_ESCAPES)
31:
32:
33: class SummaryReporter:
34:     """"""A reporter for writing the summary report.""""""
35:
36:     def __init__(self, coverage: Coverage) -> None:
37:         self.coverage = coverage",state_mutating_reader,,
EXP-0127,rich,15.0.0,rich-15.0.0\rich\text.py,Text,MEDIUM,method append() (line 964): mutates self.{_length} and returns a value derived from self state,"114:         else:
115:             return self
116:
117:
118: class Text(JupyterMixin):
119:     """"""Text with color / style.
120:
121:     Args:
122:         text (str, optional): Default unstyled text. Defaults to """".",state_mutating_reader,,
EXP-0128,lxml,6.1.1,lxml\isoschematron\__init__.py,Schematron,MEDIUM,method __call__() (line 304): mutates self.{_validation_report} and returns a value derived from self state,"114:     paramsDict = stylesheet_params(**paramsDict)
115:     return paramsDict
116:
117:
118: class Schematron(_etree._Validator):
119:     """"""An ISO Schematron validator.
120:
121:     Pass a root Element or an ElementTree to turn it into a validator.
122:     Alternatively, pass a filename as keyword argument 'file' to parse from",state_mutating_reader,,
EXP-0129,sympy,1.14.0,sympy-1.14.0\sympy\core\numbers.py,AlgebraicNumber,MEDIUM,method minpoly_of_element() (line 2697): mutates self.{_own_minpoly} and returns a value derived from self state,"2227: # Add sympify converters
2228: _sympy_converter[int] = Integer
2229:
2230:
2231: class AlgebraicNumber(Expr):
2232:     r""""""
2233:     Class for representing algebraic numbers in SymPy.
2234:
2235:     Symbolically, an instance of this class represents an element",state_mutating_reader,,
EXP-0130,prompt-toolkit,3.0.52,prompt_toolkit-3.0.52\src\prompt_toolkit\buffer.py,Buffer,MEDIUM,method _set_cursor_position() (line 444): mutates self.{__cursor_position} and returns a value derived from self state,"151: BufferEventHandler = Callable[[""Buffer""], None]
152: BufferAcceptHandler = Callable[[""Buffer""], bool]
153:
154:
155: class Buffer:
156:     """"""
157:     The core data structure that holds the text and cursor position of the
158:     current input line and implements all text manipulations on top of it. It
159:     also implements the history, undo stack and the completion state.",state_mutating_reader,,
EXP-0131,hypothesis,6.155.7,hypothesis-6.155.7\src\hypothesis\strategies\_internal\strategies.py,FilteredStrategy,MEDIUM,method __repr__() (line 1167): mutates self.{_cached_repr} and returns a value derived from self state,"1137:
1138: filter_not_satisfied = UniqueIdentifier(""filter not satisfied"")
1139:
1140:
1141: class FilteredStrategy(SearchStrategy[Ex]):
1142:     def __init__(
1143:         self, strategy: SearchStrategy[Ex], conditions: tuple[Callable[[Ex], Any], ...]
1144:     ):
1145:         super().__init__()",cache_or_memoization,,
EXP-0132,ipython,9.15.0,ipython-9.15.0\IPython\core\completer.py,Completer,MEDIUM,"method complete() (line 1108): mutates self.{matches,namespace} and returns a value derived from self state","953:         cut_line = line if cursor_pos is None else line[:cursor_pos]
954:         return self._delim_re.split(cut_line)[-1]
955:
956:
957: class Completer(Configurable):
958:
959:     greedy = Bool(
960:         False,
961:         help=""""""Activate greedy completion.",state_mutating_reader,,
EXP-0133,cffi,2.0.0,cffi\backend_ctypes.py,CTypesFunctionPtr,MEDIUM,"method __init__() (line 861): mutates self.{_address,_as_ctype_ptr,_own_callback} and returns a value derived from self state","850:         if has_varargs:
851:             nameargs.append('...')
852:         nameargs = ', '.join(nameargs)
853:         #
854:         class CTypesFunctionPtr(CTypesGenericPtr):
855:             __slots__ = ['_own_callback', '_name']
856:             _ctype = ctypes.CFUNCTYPE(getattr(BResult, '_ctype', None),
857:                                       *[BArg._ctype for BArg in BArgs],
858:                                       use_errno=True)",state_mutating_reader,,
EXP-0134,sympy,1.14.0,sympy-1.14.0\sympy\solvers\ode\single.py,Liouville,MEDIUM,"method _verify() (line 1182): mutates self.{g,h,y} and returns a value derived from self state","1103:         lhs = Integral(1/sqrt(inside), (u, fx))
1104:         return [Eq(lhs, C2 + x), Eq(lhs, C2 - x)]
1105:
1106:
1107: class Liouville(SinglePatternODESolver):
1108:     r""""""
1109:     Solves 2nd order Liouville differential equations.
1110:
1111:     The general form of a Liouville ODE is",state_mutating_reader,,
EXP-0135,rich,15.0.0,rich-15.0.0\rich\ansi.py,AnsiDecoder,MEDIUM,method decode_line() (line 138): mutates self.{style} and returns a value derived from self state,"116:     107: ""on color(15)"",
117: }
118:
119:
120: class AnsiDecoder:
121:     """"""Translate ANSI code in to styled Text.""""""
122:
123:     def __init__(self) -> None:
124:         self.style = Style.null()",state_mutating_reader,,
EXP-0136,fastapi,0.139.0,fastapi-0.139.0\scripts\people.py,RateLimiter,MEDIUM,method __enter__() (line 35): mutates self.{last_request_start_time} and returns a value derived from self state,"23:
24: MINIMIZED_COMMENTS_REASONS_TO_EXCLUDE = {""abuse"", ""off-topic"", ""duplicate"", ""spam""}
25:
26:
27: class RateLimiter:
28:     def __init__(self) -> None:
29:         self.last_query_cost: int = 1
30:         self.remaining_points: int = 5000
31:         self.reset_at: datetime = datetime.fromtimestamp(0, timezone.utc)",context_manager_bookkeeping,,
EXP-0137,httpcore,1.0.9,httpcore-1.0.9\httpcore\_sync\http_proxy.py,TunnelHTTPConnection,MEDIUM,"method handle_request() (line 265): mutates self.{_connected,_connection} and returns a value derived from self state","229:     def __repr__(self) -> str:
230:         return f""<{self.__class__.__name__} [{self.info()}]>""
231:
232:
233: class TunnelHTTPConnection(ConnectionInterface):
234:     def __init__(
235:         self,
236:         proxy_origin: Origin,
237:         remote_origin: Origin,",state_mutating_reader,,
EXP-0138,sympy,1.14.0,sympy-1.14.0\sympy\combinatorics\subsets.py,Subset,MEDIUM,method rank_binary() (line 295): mutates self.{_rank_binary} and returns a value derived from self state,"2:
3: from sympy.combinatorics.graycode import GrayCode
4:
5:
6: class Subset():
7:     """"""
8:     Represents a basic subset object.
9:
10:     Explanation",state_mutating_reader,,
EXP-0139,ipython,9.15.0,ipython-9.15.0\IPython\extensions\deduperreload\deduperreload.py,ConstexprDetector,MEDIUM,method __call__() (line 142): mutates self.{is_constexpr} and returns a value derived from self state,"109:         self.classes.update(other.classes)
110:         self.unfixable.extend(other.unfixable)
111:
112:
113: class ConstexprDetector(ast.NodeVisitor):
114:     def __init__(self) -> None:
115:         self.is_constexpr = True
116:         self._allow_builtins_exceptions = True
117:",state_mutating_reader,,
EXP-0140,virtualenv,21.5.1,virtualenv-21.5.1\src\virtualenv\create\via_global_ref\builtin\ref.py,PathRef,MEDIUM,method can_read() (line 62): mutates self.{_can_read} and returns a value derived from self state,"36:     COPY = ""copy""
37:     SYMLINK = ""symlink""
38:
39:
40: class PathRef(ABC):
41:     """"""Base class that checks if a file reference can be symlink/copied.""""""
42:
43:     FS_SUPPORTS_SYMLINK = fs_supports_symlink()
44:     FS_CASE_SENSITIVE = fs_is_case_sensitive()",state_mutating_reader,,
EXP-0141,ipython,9.15.0,ipython-9.15.0\IPython\utils\text.py,LSString,MEDIUM,method get_list() (line 54): mutates self.{__list} and returns a value derived from self state,"30:
31: from typing import Self
32:
33:
34: class LSString(str):
35:     """"""String derivative with a special access attributes.
36:
37:     These are normal strings, but with the special attributes:
38:",state_mutating_reader,,
EXP-0142,jedi,0.20.0,jedi-0.20.0\jedi\inference\compiled\value.py,CheckAttribute,MEDIUM,"method __call__() (line 31): mutates self.{check_name,func} and returns a value derived from self state","21: from jedi.inference.signature import BuiltinSignature
22: from jedi.inference.context import CompiledContext, CompiledModuleContext
23:
24:
25: class CheckAttribute:
26:     """"""Raises :exc:`AttributeError` if the attribute X is not available.""""""
27:     def __init__(self, check_name=None):
28:         # Remove the py in front of e.g. py__call__.
29:         self.check_name = check_name",state_mutating_reader,,
EXP-0143,pycparser,3.0,pycparser-3.0\pycparser\c_parser.py,_TokenStream,MEDIUM,method next() (line 2326): mutates self.{_index} and returns a value derived from self state,"2299:     ""SEMI"",
2300: }
2301:
2302:
2303: class _TokenStream:
2304:     """"""Wraps a lexer to provide convenient, buffered access to the underlying
2305:     token stream. The lexer is expected to be initialized with the input
2306:     string already.
2307:     """"""",state_mutating_reader,,
EXP-0144,coverage,7.15.0,coverage-7.15.0\coverage\tomlconfig.py,TomlConfigParser,MEDIUM,method read() (line 49): mutates self.{data} and returns a value derived from self state,"34:
35: TWant = TypeVar(""TWant"")
36:
37:
38: class TomlConfigParser:
39:     """"""TOML file reading with the interface of HandyConfigParser.""""""
40:
41:     # This class has the same interface as config.HandyConfigParser, no
42:     # need for docstrings.",state_mutating_reader,,
EXP-0145,sympy,1.14.0,sympy-1.14.0\sympy\polys\domains\algebraicfield.py,AlgebraicField,MEDIUM,method to_sympy() (line 351): mutates self.{_converter} and returns a value derived from self state,"12: from sympy.polys.polyerrors import CoercionFailed, DomainError, NotAlgebraic, IsomorphismFailed
13: from sympy.utilities import public
14:
15: @public
16: class AlgebraicField(Field, CharacteristicZero, SimpleDomain):
17:     r""""""Algebraic number field :ref:`QQ(a)`
18:
19:     A :ref:`QQ(a)` domain represents an `algebraic number field`_
20:     `\mathbb{Q}(a)` as a :py:class:`~.Domain` in the domain system (see",state_mutating_reader,,
EXP-0146,ipython,9.15.0,ipython-9.15.0\IPython\terminal\interactiveshell.py,TerminalInteractiveShell,MEDIUM,method _set_autosuggestions() (line 499): mutates self.{auto_suggest} and returns a value derived from self state,"203:
204:     def store_string(self, string: str) -> None:
205:         pass
206:
207: class TerminalInteractiveShell(InteractiveShell):
208:     mime_renderers = Dict().tag(config=True)
209:
210:     min_elide = Integer(
211:         30, help=""minimum characters for filling with ellipsis in file completions""",state_mutating_reader,,
EXP-0147,networkx,3.6.1,networkx-3.6.1\networkx\readwrite\gexf.py,GEXFReader,MEDIUM,method __call__() (line 717): mutates self.{xml} and returns a value derived from self state,"703:             if level and (not elem.tail or not elem.tail.strip()):
704:                 elem.tail = i
705:
706:
707: class GEXFReader(GEXF):
708:     # Class to read GEXF format files
709:     # use read_gexf() function
710:     def __init__(self, node_type=None, version=""1.2draft""):
711:         self.construct_types()",state_mutating_reader,,
EXP-0148,sympy,1.14.0,sympy-1.14.0\sympy\parsing\sym_expr.py,SymPyExpression,MEDIUM,method convert_to_python() (line 176): mutates self.{_pycode} and returns a value derived from self state,"10: if cin:
11:     from sympy.parsing.c.c_parser import parse_c
12:
13: @doctest_depends_on(modules=['lfortran', 'clang.cindex'])
14: class SymPyExpression:  # type: ignore
15:     """"""Class to store and handle SymPy expressions
16:
17:     This class will hold SymPy Expressions and handle the API for the
18:     conversion to and from different languages.",state_mutating_reader,,
EXP-0149,sympy,1.14.0,sympy-1.14.0\sympy\solvers\ode\single.py,NthLinearConstantCoeffVariationOfParameters,MEDIUM,method _matches() (line 2264): mutates self.{r} and returns a value derived from self state,"2188:
2189:         return [gsol]
2190:
2191:
2192: class NthLinearConstantCoeffVariationOfParameters(SingleODESolver):
2193:     r""""""
2194:     Solves an `n`\th order linear differential equation with constant
2195:     coefficients using the method of variation of parameters.
2196:",state_mutating_reader,,
EXP-0150,coverage,7.15.0,coverage-7.15.0\coverage\inorout.py,InOrOut,MEDIUM,method should_trace() (line 343): mutates self.{last_sys_path} and returns a value derived from self state,"195:         describe = ""not a venv""
196:     return f""{d!r} ({describe})""
197:
198:
199: class InOrOut:
200:     """"""Machinery for determining what files to measure.""""""
201:
202:     def __init__(
203:         self,",state_mutating_reader,,
EXP-0151,sympy,1.14.0,sympy-1.14.0\sympy\stats\crv_types.py,FDistributionDistribution,SAFE,,"1577: #-------------------------------------------------------------------------------
1578: # F distribution ---------------------------------------------------------------
1579:
1580:
1581: class FDistributionDistribution(SingleContinuousDistribution):
1582:     _argnames = ('d1', 'd2')
1583:
1584:     set = Interval(0, oo)
1585:",other,,
EXP-0152,sympy,1.14.0,sympy-1.14.0\sympy\integrals\manualintegrate.py,Sec2Rule,SAFE,,"237:         return -csc(self.variable)
238:
239:
240: @dataclass
241: class Sec2Rule(TrigRule):
242:     """"""integrate(sec(x)**2, x) -> tan(x)""""""
243:     def eval(self) -> Expr:
244:         return tan(self.variable)
245:",other,,
EXP-0153,sympy,1.14.0,sympy-1.14.0\sympy\vector\orienters.py,AxisOrienter,SAFE,line 91: multiplicative chain repeats base(s) {'axis': 2},"20:         """"""
21:         return self._parent_orient
22:
23:
24: class AxisOrienter(Orienter):
25:     """"""
26:     Class to denote an axis orienter.
27:     """"""
28:",other,,
EXP-0154,sympy,1.14.0,sympy-1.14.0\sympy\polys\polyerrors.py,ModularGCDFailed,SAFE,,"67: @public
68: class HeuristicGCDFailed(BasePolynomialError):
69:     pass
70:
71: class ModularGCDFailed(BasePolynomialError):
72:     pass
73:
74: @public
75: class HomomorphismFailed(BasePolynomialError):",other,,
EXP-0155,sympy,1.14.0,sympy-1.14.0\sympy\functions\elementary\trigonometric.py,TrigonometricFunction,SAFE,,"41: ########################## TRIGONOMETRIC FUNCTIONS ############################
42: ###############################################################################
43:
44:
45: class TrigonometricFunction(DefinedFunction):
46:     """"""Base class for trigonometric functions. """"""
47:
48:     unbranched = True
49:     _singularities = (S.ComplexInfinity,)",other,,
EXP-0156,cryptography,49.0.0,cryptography\x509\extensions.py,PolicyInformation,SAFE,,"844:     def public_bytes(self) -> bytes:
845:         return rust_x509.encode_extension_value(self)
846:
847:
848: class PolicyInformation:
849:     def __init__(
850:         self,
851:         policy_identifier: ObjectIdentifier,
852:         policy_qualifiers: Iterable[str | UserNotice] | None,",other,,
EXP-0157,sympy,1.14.0,sympy-1.14.0\sympy\matrices\expressions\factorizations.py,UofSVD,SAFE,,"34:     @property
35:     def predicates(self):
36:         return (Q.diagonal,)
37:
38: class UofSVD(Factorization):
39:     @property
40:     def predicates(self):
41:         return (Q.orthogonal,)
42: class SofSVD(Factorization):",other,,
EXP-0158,fastapi,0.139.0,fastapi-0.139.0\docs_src\server_sent_events\tutorial004_py310.py,Item,SAFE,,"7:
8: app = FastAPI()
9:
10:
11: class Item(BaseModel):
12:     name: str
13:     price: float
14:
15:",other,,
EXP-0159,hypothesis,6.155.7,hypothesis-6.155.7\src\hypothesis\extra\django\_impl.py,SimpleTestCase,SAFE,,"40:         else:
41:             return dt.SimpleTestCase.__call__(self, result)
42:
43:
44: class SimpleTestCase(HypothesisTestCase, dt.SimpleTestCase):
45:     pass
46:
47:
48: class TestCase(HypothesisTestCase, dt.TestCase):",other,,
EXP-0160,ipython,9.15.0,ipython-9.15.0\IPython\utils\PyColorize.py,MyStyle,SAFE,,"63:             base_styles = get_style_by_name(self.base).styles
64:         else:
65:             base_styles = {}
66:
67:         class MyStyle(Style):
68:             styles = {**base_styles, **self.extra_style}
69:
70:         return MyStyle
71:",other,,
EXP-0161,fastapi,0.139.0,fastapi-0.139.0\docs_src\body_nested_models\tutorial007_py310.py,Image,SAFE,,"3:
4: app = FastAPI()
5:
6:
7: class Image(BaseModel):
8:     url: HttpUrl
9:     name: str
10:
11:",other,,
EXP-0162,pydantic,2.13.4,pydantic-2.13.4\pydantic\v1\errors.py,InvalidLengthForBrand,SAFE,,"612:     code = 'payment_card_number.luhn_check'
613:     msg_template = 'card number is not luhn valid'
614:
615:
616: class InvalidLengthForBrand(PydanticValueError):
617:     code = 'payment_card_number.invalid_length_for_brand'
618:     msg_template = 'Length for a {brand} card must be {required_length}'
619:
620:",other,,
EXP-0163,sympy,1.14.0,sympy-1.14.0\sympy\logic\algorithms\lra_theory.py,LRARational,SAFE,,"849:     def __hash__(self):
850:         return hash((self.var, self.bound, self.strict, self.upper, self.equality))
851:
852:
853: class LRARational():
854:     """"""
855:     Represents a rational plus or minus some amount
856:     of arbitrary small deltas.
857:     """"""",other,,
EXP-0164,stack-data,0.6.3,stack_data-0.6.3\stack_data\core.py,BlankLineRange,SAFE,,"229:
230: LINE_GAP = LineGap()
231:
232:
233: class BlankLineRange:
234:     """"""
235:     Records the line number range for blank lines gaps between pieces.
236:     For a single blank line, begin_lineno == end_lineno.
237:     """"""",other,,
EXP-0165,sympy,1.14.0,sympy-1.14.0\sympy\functions\special\polynomials.py,OrthogonalPolynomial,SAFE,,"24:
25: _x = Dummy('x')
26:
27:
28: class OrthogonalPolynomial(DefinedFunction):
29:     """"""Base class for orthogonal polynomials.
30:     """"""
31:
32:     @classmethod",other,,
EXP-0166,PyYAML,6.0.3,yaml\events.py,MappingStartEvent,SAFE,,"77:
78: class SequenceEndEvent(CollectionEndEvent):
79:     pass
80:
81: class MappingStartEvent(CollectionStartEvent):
82:     pass
83:
84: class MappingEndEvent(CollectionEndEvent):
85:     pass",other,,
EXP-0167,hypothesis,6.155.7,hypothesis-6.155.7\src\hypothesis\extra\codemods.py,HypothesisFixPositionalKeywonlyArgs,SAFE,,"110:     mod, fn = import_path.rsplit(""."", 1)
111:     return getattr(importlib.import_module(mod), fn)
112:
113:
114: class HypothesisFixPositionalKeywonlyArgs(VisitorBasedCodemodCommand):
115:     """"""Fix positional arguments for newly keyword-only parameters, e.g.::
116:
117:         st.fractions(0, 1, 9) -> st.fractions(0, 1, max_denominator=9)
118:",other,,
EXP-0168,fastapi,0.139.0,fastapi-0.139.0\docs_src\body_multiple_params\tutorial004_an_py310.py,User,SAFE,,"12:     price: float
13:     tax: float | None = None
14:
15:
16: class User(BaseModel):
17:     username: str
18:     full_name: str | None = None
19:
20:",other,,
EXP-0169,cryptography,49.0.0,cryptography\x509\ocsp.py,OCSPRequestBuilder,SAFE,,"114: OCSPResponse = ocsp.OCSPResponse
115: OCSPSingleResponse = ocsp.OCSPSingleResponse
116:
117:
118: class OCSPRequestBuilder:
119:     def __init__(
120:         self,
121:         request: tuple[
122:             x509.Certificate, x509.Certificate, hashes.HashAlgorithm",builder_or_fluent_mutator,,
EXP-0170,sympy,1.14.0,sympy-1.14.0\sympy\sets\sets.py,UniversalSet,SAFE,,"1889:     def _symmetric_difference(self, other):
1890:         return other
1891:
1892:
1893: class UniversalSet(Set, metaclass=Singleton):
1894:     """"""
1895:     Represents the set of all things.
1896:     The universal set is available as a singleton as ``S.UniversalSet``.
1897:",other,,
EXP-0171,networkx,3.6.1,networkx-3.6.1\networkx\algorithms\coloring\greedy_coloring.py,_Node,SAFE,,"375:     return colors
376:
377:
378: # Tools for coloring with interchanges
379: class _Node:
380:     __slots__ = [""node_id"", ""color"", ""adj_list"", ""adj_color""]
381:
382:     def __init__(self, node_id, n):
383:         self.node_id = node_id",other,,
EXP-0172,pytest,9.1.1,pytest-9.1.1\src\_pytest\cacheprovider.py,NFPlugin,SAFE,,"422:         if saved_lastfailed != self.lastfailed:
423:             config.cache.set(""cache/lastfailed"", self.lastfailed)
424:
425:
426: class NFPlugin:
427:     """"""Plugin which implements the --nf (run new-first) option.""""""
428:
429:     def __init__(self, config: Config) -> None:
430:         self.config = config",other,,
EXP-0173,sympy,1.14.0,sympy-1.14.0\sympy\polys\matrices\exceptions.py,DMNonSquareMatrixError,SAFE,,"49:     """"""shapes are inconsistent""""""
50:     pass
51:
52:
53: class DMNonSquareMatrixError(DMShapeError):
54:     """"""The matrix is not square""""""
55:     pass
56:
57:",other,,
EXP-0174,networkx,3.6.1,networkx-3.6.1\networkx\algorithms\isomorphism\temporalisomorphvf2.py,TimeRespectingDiGraphMatcher,SAFE,,"140:         # Otherwise, this node is semantically feasible!
141:         return True
142:
143:
144: class TimeRespectingDiGraphMatcher(DiGraphMatcher):
145:     def __init__(self, G1, G2, temporal_attribute_name, delta):
146:         """"""Initialize TimeRespectingDiGraphMatcher.
147:
148:         G1 and G2 should be nx.DiGraph or nx.MultiDiGraph instances.",other,,
EXP-0175,isort,8.0.1,isort-8.0.1\isort\io.py,_EmptyIO,SAFE,,"64:             if stream is not None:
65:                 stream.close()
66:
67:
68: class _EmptyIO(StringIO):
69:     def write(self, *args: Any, **kwargs: Any) -> None:  # type: ignore # skipcq: PTC-W0049
70:         pass
71:
72:",other,,
EXP-0176,prompt-toolkit,3.0.52,prompt_toolkit-3.0.52\src\prompt_toolkit\completion\filesystem.py,ExecutableCompleter,SAFE,,"102:         except OSError:
103:             pass
104:
105:
106: class ExecutableCompleter(PathCompleter):
107:     """"""
108:     Complete only executable files in the current path.
109:     """"""
110:",other,,
EXP-0177,fastapi,0.139.0,fastapi-0.139.0\fastapi\sse.py,ServerSentEvent,SAFE,,"48:         raise ValueError(""SSE 'id' must not contain null characters"")
49:     return _check_single_line(v, ""id"")
50:
51:
52: class ServerSentEvent(BaseModel):
53:     """"""Represents a single Server-Sent Event.
54:
55:     When `yield`ed from a *path operation function* that uses
56:     `response_class=EventSourceResponse`, each `ServerSentEvent` is encoded",other,,
EXP-0178,traitlets,5.15.1,traitlets-5.15.1\traitlets\config\configurable.py,SingletonConfigurable,SAFE,,"513:
514: CT = t.TypeVar(""CT"", bound=""SingletonConfigurable"")
515:
516:
517: class SingletonConfigurable(LoggingConfigurable):
518:     """"""A configurable that only allows one instance.
519:
520:     This class is for classes that should only have one instance of itself
521:     or *any* subclass. To create and retrieve such a class use the",other,,
EXP-0179,PyYAML,6.0.3,yaml\representer.py,SafeRepresenter,SAFE,line 168: multiplicative chain repeats base(s) {'inf_value': 2},"130:
131:     def ignore_aliases(self, data):
132:         return False
133:
134: class SafeRepresenter(BaseRepresenter):
135:
136:     def ignore_aliases(self, data):
137:         if data is None:
138:             return True",other,,
EXP-0180,sympy,1.14.0,sympy-1.14.0\sympy\utilities\codegen.py,JuliaCodeGen,SAFE,,"1300:     # functions it has to call.
1301:     dump_fns = [dump_f95, dump_h]
1302:
1303:
1304: class JuliaCodeGen(CodeGen):
1305:     """"""Generator for Julia code.
1306:
1307:     The .write() method inherited from CodeGen will output a code file
1308:     <prefix>.jl.",other,,
EXP-0181,pytest,9.1.1,pytest-9.1.1\src\_pytest\runner.py,SetupState,SAFE,,"435:     rep.call = call  # type: ignore # see collect_one_node
436:     return rep
437:
438:
439: class SetupState:
440:     """"""Shared state for setting up/tearing down test items or collectors
441:     in a session.
442:
443:     Suppose we have a collection tree as follows:",other,,
EXP-0182,fastapi,0.139.0,fastapi-0.139.0\docs_src\security\tutorial004_an_py310.py,TokenData,SAFE,,"30:     access_token: str
31:     token_type: str
32:
33:
34: class TokenData(BaseModel):
35:     username: str | None = None
36:
37:
38: class User(BaseModel):",other,,
EXP-0183,jedi,0.20.0,jedi-0.20.0\jedi\api\classes.py,ParamName,SAFE,,"856:             self._signature.to_string(),
857:         )
858:
859:
860: class ParamName(Name):
861:     def infer_default(self):
862:         """"""
863:         Returns default values like the ``1`` of ``def foo(x=1):``.
864:",other,,
EXP-0184,ipython,9.15.0,ipython-9.15.0\IPython\core\autocall.py,ExitAutocall,SAFE,,"47:         """"""
48:         self._ip = ip
49:
50:
51: class ExitAutocall(IPyAutocall):
52:     """"""An autocallable object which will be added to the user namespace so that
53:     exit, exit(), quit or quit() are all valid ways to close the shell.""""""
54:     rewrite = False
55:",other,,
EXP-0185,sympy,1.14.0,sympy-1.14.0\sympy\logic\algorithms\dpll2.py,Level,SAFE,,"675:         """"""Clean up learned clauses.""""""
676:         pass
677:
678:
679: class Level:
680:     """"""
681:     Represents a single level in the DPLL algorithm, and contains
682:     enough information for a sound backtracking procedure.
683:     """"""",other,,
EXP-0186,rich,15.0.0,rich-15.0.0\rich\pretty.py,Thing,SAFE,,"1008:     from rich import print
1009:
1010:     print(Pretty(data, indent_guides=True, max_string=20))
1011:
1012:     class Thing:
1013:         def __repr__(self) -> str:
1014:             return ""Hello\x1b[38;5;239m World!""
1015:
1016:     print(Pretty(Thing()))",other,,
EXP-0187,ipython,9.15.0,ipython-9.15.0\IPython\core\formatters.py,DisplayFormatter,SAFE,,"86:
87: from typing import Any
88:
89:
90: class DisplayFormatter(Configurable):
91:
92:     active_types = List(Unicode(),
93:         help=""""""List of currently active mime-types to display.
94:         You can use this to set a white-list for formats to display.",other,,
EXP-0188,sympy,1.14.0,sympy-1.14.0\sympy\codegen\abstract_nodes.py,List,SAFE,,"5:
6: from sympy.core.containers import Tuple
7:
8:
9: class List(Tuple):
10:     """"""Represents a (frozen) (Python) list (for code printing purposes).""""""
11:     def __eq__(self, other):
12:         if isinstance(other, list):
13:             return self == List(*other)",other,,
EXP-0189,traitlets,5.15.1,traitlets-5.15.1\traitlets\config\loader.py,ConfigFileNotFound,SAFE,,"30: class ConfigLoaderError(ConfigError):
31:     pass
32:
33:
34: class ConfigFileNotFound(ConfigError):
35:     pass
36:
37:
38: class ArgumentError(ConfigLoaderError):",other,,
EXP-0190,fastapi,0.139.0,fastapi-0.139.0\fastapi\security\http.py,HTTPBasicCredentials,SAFE,,"12: from starlette.requests import Request
13: from starlette.status import HTTP_401_UNAUTHORIZED
14:
15:
16: class HTTPBasicCredentials(BaseModel):
17:     """"""
18:     The HTTP Basic credentials given as the result of using `HTTPBasic` in a
19:     dependency.
20:",other,,
EXP-0191,fastapi,0.139.0,fastapi-0.139.0\fastapi\openapi\models.py,Response,SAFE,,"278:     description: str | None = None
279:     server: Server | None = None
280:
281:
282: class Response(BaseModelWithConfig):
283:     description: str
284:     headers: dict[str, Header | Reference] | None = None
285:     content: dict[str, MediaType] | None = None
286:     links: dict[str, Link | Reference] | None = None",other,,
EXP-0192,ipython,9.15.0,ipython-9.15.0\IPython\core\magics\code.py,InteractivelyDefined,SAFE,,"167:     for line in it:
168:         yield line
169:
170:
171: class InteractivelyDefined(Exception):
172:     """"""Exception for interactively defined variable in magic_edit""""""
173:     def __init__(self, index):
174:         self.index = index
175:",other,,
EXP-0193,sympy,1.14.0,sympy-1.14.0\sympy\core\numbers.py,Catalan,SAFE,,"4016:         elif issubclass(number_cls, Rational):
4017:             return (S.Half, Rational(3, 5, 1))
4018:
4019:
4020: class Catalan(NumberSymbol, metaclass=Singleton):
4021:     r""""""Catalan's constant.
4022:
4023:     Explanation
4024:     ===========",other,,
